member_id,display_as,gender,party,party_simple,mp_final_relig,ass_suicide_2nd,ass_suicide_3rd,lgbt,ethnic_mp,relig_christian,relig_muslim,relig_jewish,relig_sikh,mp_swear,mp_swear_book,mp_inferred_relig,elected,majority,constituency_type,cen_claimant,cen_eth_white,cen_rel_christian,cen_rel_buddhist,cen_rel_hindu,cen_rel_jewish,cen_rel_muslim,cen_rel_sikh,cen_rel_no religion,cen_qual_none,cen_qual_grad,cen_disab_some
5294,Amanda Martin,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.011072,Borough,4.404472,0.902929,0.420914,0.003785,0.004784,0.000729,0.026395,0.001708,0.482923,0.196931,0.265649,0.175916
5295,Josh Fenton-Glynn,M,Labour,Labour,None,Abstain,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.116217,County,3.146675,0.949702,0.446919,0.003715,0.001737,0.000656,0.017507,0.001827,0.466092,0.158813,0.356103,0.180484
5296,Freddie van Mierlo,M,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.084977,County,1.841066,0.9412,0.52299,0.004,0.003801,0.002509,0.008095,0.001806,0.391972,0.121545,0.447097,0.138074
5297,Rebecca Paul,F,Conservative,Con,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.041335,County,2.100414,0.840406,0.49766,0.004781,0.0265,0.002644,0.031069,0.002174,0.369358,0.126506,0.424148,0.138549
5298,Lauren Edwards,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.039458,County,4.158434,0.858709,0.44708,0.004581,0.01018,0.001,0.021195,0.014674,0.439995,0.186525,0.269493,0.168572
5299,Monica Harding,F,Liberal Democrat,Lib Dem,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Douay Rheims,Catholic,Elected,0.162111,Borough,2.49584,0.861688,0.505902,0.005684,0.016604,0.005139,0.026329,0.005227,0.367137,0.108421,0.515823,0.120836
5300,Kevin McKenna,M,Labour,Labour,Catholic,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Elected,0.00449,County,4.060914,0.931362,0.467623,0.002566,0.004495,0.000717,0.01176,0.001619,0.456023,0.230665,0.210381,0.197816
5301,Rebecca Smith,F,Conservative,Con,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Elected,0.027216,County,1.757033,0.977727,0.497762,0.002495,0.000732,0.000711,0.003186,0.000186,0.432419,0.137051,0.333051,0.185719
5302,Noah Law,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.032468,County,3.272337,0.97189,0.44095,0.003318,0.000882,0.000862,0.001163,0.00018,0.479565,0.178698,0.264234,0.211476
5303,Patrick Spencer,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.05873,County,2.141891,0.932969,0.473982,0.003505,0.004694,0.000903,0.012903,0.001614,0.438044,0.178627,0.298609,0.16912
5304,Danny Chambers,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,New Testament,Christian,Elected,0.176538,County,2.28012,0.932113,0.490221,0.006958,0.007731,0.001852,0.007579,0.001422,0.416018,0.106678,0.46441,0.15383
5305,Georgia Gould,F,Labour,Labour,Jewish,Yes,TBC,No,No,0,0,1,0,Oath,Torah,Other Religion,Elected,0.197372,Borough,7.39607,0.471908,0.385294,0.008043,0.017892,0.016142,0.246763,0.001468,0.23359,0.178639,0.478332,0.152476
5306,Claire Hazelgrove,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.128896,Borough,1.940922,0.85235,0.414142,0.004779,0.022666,0.00068,0.027977,0.005161,0.458198,0.118209,0.374601,0.148378
5307,Beccy Cooper,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.05126,County,3.122776,0.926402,0.468244,0.005836,0.005385,0.002617,0.014419,0.000953,0.436037,0.169688,0.308318,0.198967
5308,Sam Carling,M,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Elected,0.000514,County,3.747014,0.867613,0.491529,0.003178,0.016223,0.001051,0.029128,0.004649,0.392903,0.174303,0.29971,0.158599
5309,Katrina Murray,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.058905,County,2.790729,0.961877,0.465789,0.001404,0.001557,0.000283,0.011997,0.002961,0.449405,0.171461,0.264092,0.251717
5310,Lee Dillon,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.033022,County,2.611805,0.926702,0.484374,0.003267,0.015278,0.0013,0.011254,0.001464,0.417076,0.148136,0.361023,0.151602
5311,Harriet Cross,F,Conservative,Con,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Elected,0.012614,County,1.649186,0.97479,0.331705,0.001492,0.001265,0.000346,0.004897,0.000162,0.600415,0.131064,0.321146,0.189713
5312,Sadik Al-Hassan,M,Labour,Labour,Muslim,Yes,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Elected,0.008586,County,1.803797,0.961176,0.481772,0.003195,0.002165,0.000849,0.00484,0.000605,0.441865,0.124924,0.39574,0.162883
5313,Zöe Franklin,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Elected,0.119286,County,2.174875,0.84502,0.469077,0.007559,0.016445,0.002634,0.025301,0.002349,0.396674,0.106325,0.461169,0.134259
5314,Siân Berry,F,Green Party,Green Party,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.191079,Borough,3.950077,0.853337,0.260865,0.009581,0.007203,0.006737,0.0255,0.001747,0.600336,0.091659,0.477333,0.173966
5315,Lee Barron,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.080373,County,3.077551,0.93165,0.500613,0.002479,0.004409,0.000901,0.006441,0.002848,0.422914,0.20502,0.268828,0.167955
5316,Mike Reader,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.057832,Borough,3.274641,0.815558,0.493382,0.004149,0.021262,0.000997,0.036699,0.007456,0.368456,0.174302,0.314768,0.14528
5317,Paul Davies,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.068325,County,3.014742,0.90677,0.444532,0.00245,0.003181,0.000484,0.036495,0.005674,0.446251,0.147932,0.371591,0.16964
5318,Olly Glover,M,Liberal Democrat,Lib Dem,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Elected,0.077247,County,2.196209,0.924082,0.466606,0.003982,0.010187,0.001779,0.010337,0.001657,0.441356,0.127891,0.416447,0.146915
5319,Robin Swann,M,Ulster Unionist Party,NI,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Elected,0.097485,County,2.359042,0.972755,0.760654,0.000705,0.002368,0,0.003486,0,0.21507,0.209406,0.315954,0.229207
5320,Adrian Ramsay,M,Green Party,Green Party,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.076571,County,2.396115,0.976382,0.508873,0.002324,0.001213,0.001247,0.002835,0.000261,0.416881,0.201056,0.282362,0.190128
5321,Paul Kohler,M,Liberal Democrat,Lib Dem,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.165195,Borough,2.990115,0.68818,0.463277,0.009865,0.049713,0.005462,0.074923,0.003614,0.317019,0.098823,0.605103,0.110893
5322,Will Forster,M,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.15412,Borough,2.780776,0.784362,0.475886,0.006176,0.023936,0.002145,0.093609,0.002742,0.332625,0.132476,0.447235,0.136055
5323,Matt Bishop,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.003816,County,3.005815,0.974803,0.508688,0.002676,0.001158,0.000623,0.002763,0.000819,0.413342,0.180584,0.293107,0.189559
5324,Sarah Russell,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.04562,County,2.000946,0.967987,0.551885,0.002926,0.002036,0.000924,0.004395,0.000857,0.381353,0.1424,0.374609,0.174537
5325,Charlie Maynard,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.05751,County,2.062923,0.948128,0.509393,0.003496,0.002725,0.001378,0.007496,0.000699,0.412608,0.133518,0.376538,0.146936
5326,Edward Morello,M,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.10249,County,2.541142,0.967827,0.527076,0.004659,0.001507,0.001026,0.005311,0.000139,0.384312,0.145575,0.361913,0.199179
5327,Vikki Slade,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.017956,County,2.31914,0.968397,0.49649,0.003184,0.00289,0.001576,0.00454,0.000305,0.42472,0.148481,0.313686,0.175395
5328,Sean Woodcock,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.044451,County,2.702574,0.897053,0.506849,0.004966,0.004474,0.001406,0.037181,0.003619,0.376653,0.169655,0.348221,0.152598
5329,John Milne,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.0318,County,2.002517,0.923866,0.479529,0.004236,0.007018,0.001646,0.010926,0.000915,0.429463,0.118637,0.372275,0.143326
5330,Peter Bedford,M,Conservative,Con,Christian,Yes,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.02899,County,2.358244,0.81889,0.431103,0.002686,0.068479,0.000492,0.01773,0.032449,0.390468,0.171435,0.329337,0.156189
5331,Rosie Wrighting,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.048135,County,3.331833,0.901997,0.473273,0.003436,0.008761,0.00075,0.014087,0.009991,0.427749,0.182947,0.283251,0.174973
5332,Lincoln Jopp,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.02155,Borough,3.506227,0.786713,0.509271,0.006828,0.042465,0.00169,0.04027,0.02537,0.311903,0.168086,0.335836,0.142177
5333,Lucy Rigby,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.119272,Borough,5.596993,0.770845,0.480661,0.003399,0.016895,0.000873,0.072436,0.003625,0.347749,0.219678,0.276391,0.158769
5334,Allison Gardner,F,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.008957,County,3.852978,0.898628,0.526288,0.00236,0.004604,0.000317,0.054567,0.00272,0.352651,0.227631,0.258132,0.204523
5335,Jess Brown-Fuller,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.155307,County,3.637684,0.949666,0.51894,0.004705,0.002775,0.001613,0.007393,0.000269,0.397957,0.164545,0.338905,0.178375
5336,Helen Maguire,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.048175,Borough,2.214306,0.818918,0.490219,0.006453,0.029752,0.002383,0.041091,0.002605,0.361716,0.125652,0.445665,0.133786
5337,Olivia Bailey,F,Labour,Labour,Christian,No,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.019787,County,2.885075,0.857327,0.481478,0.006153,0.013807,0.001722,0.031048,0.004431,0.395989,0.149228,0.360328,0.144012
5338,Terry Jermy,M,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Elected,0.008431,County,2.656807,0.96167,0.499237,0.002945,0.001275,0.001053,0.004278,0.000444,0.421072,0.238152,0.222852,0.195162
5339,Danny Beales,M,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Elected,0.007853,Borough,4.713214,0.574861,0.430188,0.00851,0.084145,0.002172,0.121506,0.045051,0.238963,0.157355,0.387517,0.129601
5340,Jack Rankin,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.088049,County,3.104664,0.734547,0.480279,0.00561,0.038549,0.002976,0.066454,0.048749,0.283811,0.129042,0.415458,0.125903
5341,Laura Kyrke-Smith,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.007958,County,4.225212,0.784703,0.457338,0.005189,0.025616,0.001891,0.087152,0.003097,0.35588,0.15664,0.34625,0.144648
5342,John Whitby,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.004773,County,2.056585,0.972865,0.542991,0.002765,0.001187,0.00075,0.003784,0.002731,0.383699,0.151735,0.390309,0.178572
5343,Joshua Reynolds,M,Liberal Democrat,Lib Dem,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Elected,0.039148,County,2.509236,0.803835,0.489914,0.005422,0.033127,0.003196,0.060986,0.021842,0.321504,0.125236,0.445755,0.121431
5344,Ben Coleman,M,Labour,Labour,Jewish,No,TBC,Yes,No,0,0,1,0,Affirm,No text,None,Elected,0.001937,Borough,3.857703,0.704112,0.501644,0.008342,0.011488,0.010065,0.086656,0.001958,0.287653,0.104311,0.605828,0.116642
5345,Peter Lamb,M,Labour,Labour,None,Abstain,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.069274,Borough,4.485129,0.733712,0.42616,0.004464,0.051395,0.00081,0.097229,0.007182,0.350696,0.178289,0.27545,0.149351
5346,Calum Miller,M,Liberal Democrat,Lib Dem,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Elected,0.066682,County,2.053385,0.893775,0.507745,0.005625,0.008858,0.001325,0.016341,0.002798,0.390502,0.14114,0.389123,0.141845
5347,David Reed,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.001513,County,2.052587,0.961461,0.473146,0.003052,0.002101,0.000931,0.007225,0.00058,0.445107,0.141956,0.35126,0.184133
5348,David Taylor,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.068375,County,4.175631,0.83384,0.451368,0.004221,0.021356,0.005295,0.04368,0.002139,0.407243,0.163126,0.329663,0.160568
5349,Alex McIntyre,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.043171,Borough,4.138711,0.841928,0.469243,0.003178,0.009106,0.000541,0.051008,0.001641,0.399741,0.188894,0.269063,0.176275
5350,Ben Maguire,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.129748,County,3.168022,0.973234,0.480537,0.003046,0.000575,0.000736,0.00243,0.000101,0.437122,0.175844,0.279501,0.208449
5351,Gregory Stafford,M,Conservative,Con,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Douay Rheims,Catholic,Elected,0.017769,County,2.181211,0.933971,0.504506,0.003763,0.003463,0.001866,0.013743,0.001048,0.403315,0.122051,0.428527,0.149206
5352,Roz Savage,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.069097,County,1.896227,0.952531,0.538608,0.004401,0.005141,0.001322,0.004496,0.00091,0.381447,0.130926,0.397167,0.152114
5353,Anna Gelderd,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.026303,County,2.775638,0.977814,0.485515,0.003617,0.000913,0.000814,0.001231,0.000231,0.436699,0.163854,0.306789,0.216756
5354,Cameron Thomas,M,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.085246,County,2.364561,0.937875,0.507287,0.003799,0.009927,0.000725,0.009512,0.001532,0.403416,0.14426,0.349769,0.158346
5355,Sarah Bool,F,Conservative,Con,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Elected,0.047128,County,1.845877,0.949173,0.503225,0.002708,0.004972,0.001142,0.005514,0.002491,0.419679,0.137452,0.350964,0.146776
5356,Jim Allister,M,Traditional Unionist Voice,NI,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Elected,0.006024,County,3.747299,0.986844,0.813009,0.000433,0.000404,0,0.001454,0,0.158898,0.27197,0.277961,0.247043
5357,Ayoub Khan,M,Independent,Independent,Muslim,No,TBC,No,Yes,0,1,0,0,Affirm,No text,None,Elected,0.00664,Borough,16.29907,0.210251,0.255937,0.005154,0.033367,0.000451,0.428901,0.095037,0.109652,0.289044,0.249058,0.149186
5358,John Cooper,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.011841,County,3.034899,0.977969,0.400169,0.002674,0.000878,0.000334,0.005056,0.000616,0.524153,0.210476,0.268313,0.271593
5359,Neil Duncan-Jordan,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.000248,Borough,3.173052,0.935401,0.476774,0.004187,0.004918,0.003282,0.010134,0.000494,0.429489,0.167997,0.322835,0.182854
5360,David Pinto-Duschinsky,M,Labour,Labour,Jewish,No,TBC,No,No,0,0,1,0,Oath,Torah,Other Religion,Elected,0.0002,Borough,6.504387,0.496711,0.366666,0.012562,0.067601,0.141796,0.165422,0.003202,0.15406,0.174699,0.457205,0.119976
5361,James McMurdock,M,Reform UK,Reform UK,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.001349,County,3.961638,0.86682,0.480313,0.002681,0.011748,0.001675,0.020145,0.003844,0.423269,0.225033,0.222726,0.170614
5362,Angus MacDonald,M,Liberal Democrat,Lib Dem,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Elected,0.027718,County,2.48681,0.966437,0.376643,0.003028,0.002171,0.000495,0.006752,0.000343,0.536484,0.156778,0.323462,0.228566
