member_id,display_as,gender,party,party_simple,mp_final_relig,ass_suicide_2nd,ass_suicide_3rd,lgbt,ethnic_mp,relig_christian,relig_muslim,relig_jewish,relig_sikh,mp_swear,mp_swear_book,mp_inferred_relig,elected,majority,constituency_type,cen_claimant,cen_eth_white,cen_rel_christian,cen_rel_buddhist,cen_rel_hindu,cen_rel_jewish,cen_rel_muslim,cen_rel_sikh,cen_rel_no religion,cen_qual_none,cen_qual_grad,cen_disab_some
4084,Esther McVey,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.014952,County,2.023959,0.927657,0.551085,0.003474,0.008501,0.003648,0.017483,0.001737,0.353664,0.125808,0.449768,0.156479
4088,Stella Creasy,F,Labour (Co-op),Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.241641,Borough,7.983164,0.504848,0.350695,0.006527,0.021582,0.003986,0.233138,0.003472,0.300016,0.175571,0.468032,0.126804
4089,Tessa Munt,F,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.151228,County,2.45515,0.97227,0.50667,0.003476,0.00132,0.000914,0.002246,0.000293,0.414566,0.150222,0.36011,0.176525
4095,Steve Barclay,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.10053,County,3.868104,0.959194,0.520735,0.002333,0.002079,0.001074,0.006656,0.001083,0.399155,0.258028,0.1904,0.203353
4107,Harriett Baldwin,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.082616,County,2.742441,0.968408,0.548562,0.003451,0.001598,0.000876,0.004266,0.001018,0.374532,0.147172,0.384457,0.188575
4108,Gavin Williamson,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.076382,County,2.454631,0.948759,0.579316,0.002908,0.003221,0.00042,0.00922,0.007314,0.343118,0.182877,0.307346,0.187253
4110,Karen Bradley,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.016812,County,2.488596,0.980054,0.588358,0.001901,0.001244,0.000329,0.00271,0.000551,0.342227,0.202518,0.283057,0.198151
4118,Julian Smith,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.020823,County,1.936079,0.969142,0.559584,0.002747,0.001896,0.001168,0.007758,0.000543,0.36427,0.146962,0.375513,0.167183
4119,Jonathan Reynolds,M,Labour (Co-op),Labour,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.118162,County,4.791523,0.895514,0.469139,0.002455,0.005382,0.000257,0.058199,0.000452,0.410056,0.202465,0.262899,0.198891
4124,Chi Onwurah,F,Labour,Labour,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.143969,Borough,6.444741,0.725769,0.414398,0.00475,0.012972,0.001147,0.146179,0.005538,0.355527,0.232968,0.27838,0.193915
4125,Catherine McKinnell,F,Labour,Labour,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.237562,Borough,2.304967,0.869616,0.424994,0.004141,0.015506,0.003064,0.042059,0.004516,0.441343,0.123613,0.440373,0.169643
4126,Mary Glindon,F,Labour,Labour,Catholic,No,TBC,No,No,1,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.168103,Borough,5.102711,0.884417,0.422113,0.003907,0.008955,0.000992,0.034096,0.00295,0.464442,0.1997,0.299972,0.214974
4131,Jim Shannon,M,Democratic Unionist Party,NI,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.068849,County,3.401258,0.984657,0.729289,0.000835,0.000102,0,0.003209,0,0.246768,0.213938,0.300616,0.256291
4138,Rushanara Ali,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.020739,Borough,8.429476,0.357277,0.183231,0.008678,0.012638,0.004907,0.466156,0.002666,0.249712,0.181466,0.461952,0.13855
4139,Ian Lavery,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.11976,County,4.502208,0.974817,0.48826,0.00195,0.000689,0.000374,0.006668,0.001989,0.44921,0.217189,0.225886,0.235537
4212,Debbie Abrahams,F,Labour,Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.086537,County,7.40892,0.724757,0.472014,0.001989,0.002228,0.000773,0.208412,0.00046,0.265351,0.230758,0.268089,0.182198
4243,Dan Jarvis,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.09979,County,3.57056,0.967733,0.51311,0.001732,0.001742,0.00022,0.005789,0.000938,0.420268,0.256277,0.226995,0.219809
4253,Seema Malhotra,F,Labour (Co-op),Labour,None,No,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.103193,Borough,6.366021,0.373576,0.37131,0.016275,0.104061,0.000646,0.177878,0.11827,0.149467,0.228107,0.326917,0.126689
4263,Lucy Powell,F,Labour (Co-op),Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.161929,Borough,6.064317,0.61401,0.392779,0.008642,0.010096,0.002785,0.159851,0.004762,0.353153,0.188825,0.406696,0.165957
4264,Stephen Doughty,M,Labour (Co-op),Labour,Christian,No,TBC,Yes,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.161059,Borough,4.029667,0.755836,0.340707,0.005119,0.019613,0.001606,0.120686,0.00402,0.433439,0.140431,0.407578,0.173338
4267,Sarah Champion,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.072304,Borough,6.458745,0.840518,0.444209,0.002338,0.004057,0.000342,0.102664,0.00182,0.38761,0.260247,0.215146,0.214294
4268,Steve Reed,M,Labour (Co-op),Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.188376,Borough,7.044801,0.493763,0.4648,0.005617,0.026042,0.00242,0.117509,0.003593,0.297939,0.150638,0.486742,0.131694
4269,Andy McDonald,M,Labour,Labour,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.122359,Borough,7.441129,0.78067,0.43156,0.00353,0.011838,0.000296,0.131051,0.005075,0.360389,0.256336,0.246026,0.210358
4277,Emma Lewell-Buck,F,Labour,Labour,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.097314,Borough,5.855705,0.927972,0.512211,0.002039,0.002005,0.000338,0.03608,0.00374,0.39444,0.205864,0.272467,0.224595
4316,Mike Kane,M,Labour,Labour,Catholic,No,TBC,No,No,1,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.187869,Borough,4.963616,0.800844,0.478289,0.003603,0.016535,0.002554,0.05337,0.002456,0.388568,0.207147,0.334254,0.198295
4320,Robert Jenrick,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.044771,County,3.052885,0.961327,0.530606,0.002618,0.002208,0.000885,0.006215,0.001447,0.395589,0.171071,0.326553,0.182386
4356,Angela Rayner,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.095645,Borough,6.306449,0.794948,0.466723,0.002479,0.02447,0.00045,0.105628,0.00121,0.34998,0.233742,0.235025,0.19926
4357,Kirsty Blackman,F,Scottish National Party,Nats,None,Abstain,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.023181,Borough,3.52171,0.876092,0.299036,0.003868,0.013712,0.000465,0.02889,0.000697,0.590381,0.154035,0.318652,0.221328
4358,Wendy Morton,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.061109,Borough,3.304404,0.853639,0.536547,0.00235,0.012873,0.000278,0.022039,0.052326,0.318708,0.219355,0.271516,0.188928
4359,Stephen Kinnock,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.142656,County,3.854641,0.968954,0.40067,0.002636,0.002949,0.000173,0.008112,0.000961,0.524818,0.270113,0.237067,0.25347
4360,Gavin Robinson,M,Democratic Unionist Party,NI,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.036699,Borough,3.498939,0.94692,0.646056,0.001603,0.005514,0,0.009513,0,0.313554,0.211565,0.377843,0.247597
4362,Edward Argar,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.072609,County,2.999134,0.894091,0.477685,0.002522,0.051327,0.000604,0.009432,0.010344,0.390727,0.177292,0.301063,0.167993
4366,James Cleverly,M,Conservative,Con,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.047249,County,2.946162,0.949478,0.473025,0.002545,0.003409,0.002045,0.006885,0.000759,0.448182,0.179555,0.258476,0.164594
4368,Neil Coyle,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.112072,Borough,5.141043,0.559887,0.411814,0.010778,0.018365,0.004489,0.097415,0.002576,0.368188,0.125552,0.569353,0.132055
4370,Jess Phillips,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.009467,Borough,11.99708,0.44085,0.299867,0.001859,0.014227,0.000432,0.425575,0.017865,0.183003,0.276602,0.235663,0.172293
4371,Brendan O'Hara,M,Scottish National Party,Nats,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.08685,County,2.577282,0.977192,0.425695,0.003039,0.000998,0.000779,0.003774,0.000527,0.485512,0.154649,0.341044,0.251917
4382,Daniel Zeichner,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.157535,Borough,2.315051,0.753326,0.345043,0.011025,0.019592,0.007688,0.049999,0.002232,0.456404,0.093403,0.557069,0.147869
4384,Mike Wood,M,Conservative,Con,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.087975,County,2.899319,0.942533,0.59484,0.002327,0.004868,0.00026,0.004733,0.014413,0.322953,0.186378,0.303214,0.180471
4389,Ruth Cadbury,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.123692,Borough,5.759523,0.454469,0.386839,0.011715,0.103396,0.001616,0.172581,0.069286,0.18428,0.16804,0.448992,0.121389
4391,Judith Cummins,F,Labour,Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.06186,Borough,8.204804,0.704039,0.373671,0.001757,0.013756,0.000384,0.200765,0.009061,0.343587,0.254572,0.226301,0.18419
4394,Imran Hussain,M,Independent,Independent,Muslim,No,TBC,No,Yes,0,1,0,0,Affirm,No text,None,Re-elected,0.08234,Borough,11.53055,0.457031,0.258593,0.00163,0.006404,0.000555,0.442476,0.017589,0.214128,0.288933,0.219,0.16454
4396,Rebecca Long Bailey,F,Independent,Independent,Christian,No,TBC,No,No,1,0,0,0,Oath,New Testament,Christian,Re-elected,0.180563,Borough,5.76967,0.767849,0.446259,0.004843,0.010067,0.027836,0.06214,0.002927,0.37295,0.188933,0.375607,0.179489
4397,Peter Dowd,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.300984,Borough,5.828751,0.953689,0.648557,0.002811,0.004863,0.000868,0.008591,0.000681,0.283009,0.243076,0.239669,0.238869
4399,Victoria Atkins,F,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.071618,County,2.766776,0.979154,0.539478,0.002174,0.001397,0.000621,0.002867,0.000342,0.386885,0.223552,0.23824,0.240963
4403,Chris Law,M,Scottish National Party,Nats,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,No text,Christian,Re-elected,0.009094,Borough,4.600143,0.875465,0.323959,0.006044,0.009661,0.000689,0.051272,0.001209,0.538508,0.168775,0.316268,0.260408
4407,Nigel Huddleston,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.117391,County,3.151078,0.966593,0.573688,0.002559,0.001736,0.000814,0.006511,0.002746,0.352379,0.182734,0.319081,0.172949
4409,Naz Shah,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.009076,Borough,12.21775,0.295315,0.197207,0.001302,0.014734,0.00033,0.587376,0.00824,0.130007,0.290268,0.252941,0.161477
4418,Justin Madders,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.238817,Borough,3.279876,0.959558,0.540318,0.003132,0.003311,0.000757,0.008913,0.000515,0.387402,0.18444,0.271427,0.207298
4425,Jo Stevens,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.124828,Borough,5.252349,0.773252,0.384055,0.004592,0.014101,0.002518,0.097845,0.003833,0.422098,0.182797,0.371392,0.201467
4434,Stephen Gethins,M,Scottish National Party,Nats,None,Abstain,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.011281,County,3.108486,0.967686,0.349491,0.002018,0.001356,0.000502,0.010916,0.000522,0.573337,0.166584,0.295243,0.245416
4436,Cat Smith,F,Labour,Labour,Christian,Abstain,TBC,Yes,No,1,0,0,0,Affirm,No text,None,Re-elected,0.123769,County,2.436925,0.912964,0.522461,0.004503,0.005577,0.001167,0.024351,0.00096,0.367185,0.149064,0.343012,0.191282
4439,Alberto Costa,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.07013,County,2.070543,0.941327,0.478387,0.002305,0.011348,0.000709,0.005182,0.006305,0.439574,0.155804,0.315272,0.153479
4441,Oliver Dowden,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.108786,County,3.528244,0.779589,0.426852,0.005524,0.044473,0.168967,0.035701,0.001945,0.241087,0.161731,0.39248,0.140537
4444,Karin Smyth,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.101492,Borough,4.228845,0.9009,0.323374,0.004073,0.005053,0.001134,0.025612,0.001105,0.573189,0.195445,0.351655,0.187927
4449,Anna Turley,F,Labour (Co-op),Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.047309,Borough,4.3156,0.973062,0.519097,0.002123,0.001093,0.0003,0.009594,0.000632,0.410291,0.224522,0.242054,0.2258
4456,Jeff Smith,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.198172,Borough,3.879648,0.717291,0.313753,0.00546,0.013458,0.007042,0.141398,0.004856,0.446527,0.107784,0.544607,0.160167
4457,Marie Rimmer,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.166902,Borough,4.634286,0.956559,0.627706,0.003047,0.004903,0.000401,0.007328,0.000242,0.305334,0.218106,0.272392,0.222916
4460,Nusrat Ghani,F,Conservative,Con,Muslim,Abstain,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.093874,County,2.419925,0.962254,0.492154,0.003037,0.002223,0.001959,0.004182,0.00022,0.424684,0.146247,0.327386,0.167692
4462,Tom Tugendhat,M,Conservative,Con,Catholic,No,TBC,No,No,1,0,1,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.153381,County,2.344156,0.932747,0.501466,0.003508,0.00934,0.001574,0.009731,0.002057,0.411397,0.150519,0.353307,0.154842
4464,Melanie Onn,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.063067,Borough,5.526168,0.960962,0.421037,0.002886,0.002104,0.0004,0.013143,0.001015,0.494955,0.261764,0.19561,0.21283
4471,Rachael Maskell,F,Labour (Co-op),Labour,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.240758,Borough,2.269369,0.902626,0.374952,0.006553,0.006269,0.001501,0.016281,0.001107,0.510808,0.12673,0.384764,0.175208
4473,Louise Haigh,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.208354,Borough,6.170477,0.814021,0.396618,0.003899,0.004069,0.000776,0.064029,0.00142,0.463666,0.221687,0.308544,0.222659
4474,Kevin Hollinrake,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.096218,County,2.1563,0.980824,0.583159,0.002242,0.000734,0.000517,0.002521,0.000176,0.347009,0.17779,0.320487,0.182087
4475,Suella Braverman,F,Conservative,Con,Buddist,No,TBC,No,Yes,0,0,0,0,Affirm,Tipitaka,Other Religion,Re-elected,0.079002,County,2.605149,0.957535,0.469249,0.003036,0.002874,0.00086,0.006487,0.00082,0.457428,0.164484,0.295383,0.180793
4479,Nick Thomas-Symonds,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.102066,County,3.923143,0.970957,0.41537,0.002818,0.002742,0.000152,0.003934,0.000672,0.507976,0.221413,0.26797,0.233007
4480,Carolyn Harris,F,Labour,Labour,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,New Testament,Christian,Re-elected,0.086865,County,2.952239,0.956062,0.417776,0.002733,0.003095,0.000271,0.010158,0.001286,0.492901,0.219188,0.272629,0.235838
4483,Rishi Sunak,M,Conservative,Con,Hindu,Yes,TBC,No,Yes,0,0,0,0,Oath,Bhagwad Gita,Other Religion,Re-elected,0.164916,County,2.07388,0.960387,0.577536,0.006137,0.008318,0.000516,0.002913,0.000365,0.348136,0.154115,0.350161,0.170914
4484,Alan Mak,M,Conservative,Con,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.001272,Borough,3.898226,0.957698,0.448587,0.002895,0.003021,0.000695,0.005305,0.000768,0.477954,0.203484,0.267009,0.201642
4491,Vicky Foxcroft,F,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.212681,Borough,6.791412,0.499023,0.404737,0.015539,0.01623,0.003142,0.08314,0.001801,0.387764,0.129355,0.542587,0.138768
4493,Richard Burgon,M,Independent,Independent,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.147821,County,7.410007,0.739821,0.45212,0.003064,0.007452,0.001803,0.127115,0.009398,0.342396,0.242818,0.260864,0.176788
4494,Simon Hoare,M,Conservative,Con,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Re-elected,0.02186,County,2.336748,0.972326,0.52681,0.004745,0.002748,0.001138,0.002909,0.000376,0.385165,0.153954,0.309382,0.180463
4495,Kit Malthouse,M,Conservative,Con,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.041817,County,2.376779,0.918367,0.477046,0.005637,0.01132,0.000665,0.009573,0.001959,0.431794,0.140684,0.339874,0.153037
4500,Clive Lewis,M,Labour,Labour,None,Yes,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Re-elected,0.173522,Borough,3.933464,0.861615,0.337344,0.007688,0.015072,0.002566,0.029013,0.001406,0.528643,0.154323,0.362578,0.207027
4501,Gerald Jones,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.100013,County,3.544907,0.973648,0.415024,0.002248,0.001796,0.000151,0.004686,0.000963,0.518444,0.259821,0.254004,0.245053
4503,Chris Philp,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.030886,Borough,4.156379,0.628335,0.481448,0.006413,0.068281,0.00196,0.066004,0.004612,0.298805,0.120665,0.461012,0.13569
4504,Wes Streeting,M,Labour,Labour,Christian,No,TBC,Yes,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.006713,Borough,5.815237,0.329082,0.291943,0.005708,0.143624,0.034123,0.305585,0.05211,0.100101,0.176957,0.418169,0.123101
4505,Peter Kyle,M,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Re-elected,0.267218,Borough,4.174982,0.856898,0.34137,0.008046,0.006687,0.013759,0.033949,0.001182,0.519575,0.127233,0.465174,0.175299
4510,Helen Hayes,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.235174,Borough,6.365759,0.548876,0.428166,0.007955,0.010495,0.004286,0.075751,0.00183,0.386934,0.126401,0.563114,0.137798
4511,Rupa Huq,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Re-elected,0.178426,Borough,6.364964,0.557066,0.408553,0.012988,0.024255,0.004886,0.166387,0.010632,0.281991,0.129364,0.549029,0.122854
4513,Mims Davies,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.112489,County,2.261289,0.941281,0.487334,0.003357,0.005062,0.002406,0.009141,0.000952,0.415406,0.124285,0.363183,0.147414
4514,Keir Starmer,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.1623,Borough,5.863087,0.548085,0.306288,0.011139,0.014035,0.020298,0.197159,0.002292,0.350798,0.1308,0.510014,0.166808
4515,Kate Osamor,F,Labour (Co-op),Labour,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.166667,Borough,8.957224,0.45968,0.463882,0.004511,0.033854,0.005804,0.228227,0.004116,0.158452,0.247403,0.333736,0.134944
4518,Tulip Siddiq,F,Labour,Labour,Muslim,Yes,TBC,No,Yes,0,1,0,0,Affirm,No text,None,Re-elected,0.187057,Borough,4.394055,0.654991,0.323657,0.01137,0.023519,0.075905,0.11503,0.002507,0.350693,0.100154,0.646922,0.134668
4519,James Cartlidge,M,Conservative,Con,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.040834,County,2.613641,0.966722,0.495609,0.002621,0.001689,0.001375,0.004689,0.000282,0.429257,0.174354,0.294881,0.175004
4520,Matthew Pennycook,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.251338,Borough,5.520923,0.553079,0.402312,0.017675,0.038908,0.00269,0.090911,0.009595,0.362953,0.128999,0.553814,0.130271
4521,Liz Saville Roberts,F,Plaid Cymru,Nats,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - Welsh,Christian,Re-elected,0.21736,County,2.770247,0.98188,0.483457,0.003144,0.000751,0.000529,0.003144,0.000265,0.432261,0.174935,0.339261,0.192847
4523,Catherine West,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.307291,Borough,5.022818,0.697439,0.341345,0.008778,0.019292,0.040727,0.076032,0.004132,0.419045,0.114089,0.601906,0.130309
4527,Helen Whately,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.019771,County,3.164823,0.936886,0.489381,0.004532,0.006187,0.000939,0.010921,0.001322,0.427174,0.186821,0.290398,0.171966
4569,Jim McMahon,M,Labour (Co-op),Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.065447,Borough,8.913847,0.594044,0.39804,0.001785,0.008329,0.000491,0.321253,0.000643,0.220033,0.267502,0.228146,0.180765
4571,Gill Furniss,F,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Re-elected,0.164798,Borough,8.349794,0.69,0.367005,0.003035,0.004071,0.000627,0.185438,0.001463,0.380137,0.283891,0.227579,0.216143
4572,Chris Elmore,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.117469,County,2.621275,0.960793,0.425947,0.002946,0.002462,0.000284,0.006691,0.0008,0.499064,0.185576,0.336534,0.215023
4573,Rosena Allin-Khan,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Affirm,No text,None,Re-elected,0.255842,Borough,4.207031,0.665517,0.405361,0.005676,0.032446,0.004539,0.105698,0.003775,0.370539,0.104227,0.617763,0.119278
4591,Sarah Olney,F,Liberal Democrat,Lib Dem,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.22877,Borough,2.599992,0.764378,0.444064,0.01019,0.022909,0.00888,0.057022,0.006117,0.364635,0.081977,0.641031,0.114144
4592,Caroline Johnson,F,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.057448,County,2.217437,0.970679,0.534318,0.001723,0.002169,0.00056,0.004515,0.000768,0.395085,0.164258,0.298081,0.187489
4595,Gareth Snell,M,Labour (Co-op),Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.086829,Borough,7.078393,0.809531,0.438635,0.004224,0.006774,0.000372,0.099009,0.002355,0.385571,0.257181,0.223089,0.210092
4597,Kemi Badenoch,F,Conservative,Con,Christian,No,TBC,No,Yes,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.032749,County,2.239698,0.931874,0.496173,0.004516,0.007041,0.003377,0.009051,0.001225,0.417167,0.140689,0.362674,0.136561
4598,Mohammad Yasin,M,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Affirm,No text,None,Re-elected,0.130108,Borough,5.964465,0.692988,0.465853,0.003419,0.019251,0.001009,0.101722,0.025917,0.307713,0.197586,0.320184,0.163961
4601,Andrew Bowie,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.047141,County,1.395119,0.958935,0.335799,0.002544,0.002903,0.000339,0.005612,0.000277,0.590221,0.109742,0.385329,0.176385
4602,Wera Hobhouse,F,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,1,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.161035,County,2.0937,0.884916,0.391599,0.007265,0.00704,0.002187,0.015145,0.001172,0.490826,0.098463,0.452585,0.161789
4603,Preet Kaur Gill,F,Labour (Co-op),Labour,Sikh,No,TBC,No,Yes,0,0,0,1,Oath,Guru Granth Sahib,Other Religion,Re-elected,0.116567,Borough,9.184332,0.542263,0.387409,0.00527,0.033191,0.00384,0.162447,0.050543,0.285944,0.189995,0.392393,0.171962
4607,Stephanie Peacock,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.062595,County,4.217811,0.967854,0.497192,0.001793,0.001631,0.000305,0.006036,0.000868,0.437448,0.273726,0.20192,0.234292
4608,John Lamont,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Re-elected,0.086331,County,3.207803,0.980672,0.371103,0.002827,0.000984,0.000549,0.003272,0.000373,0.547186,0.181367,0.2973,0.242485
